.	1003	1005	1008	1010	1020	1022	1030	1034	1036	1040	1100	1125	1130	1134	1138	1140	1142	1148	1160	1170	1190	1195	1220	1235	1240	1242	1250	1255	1260	1275	1280	1290	1294	1300	1305	1310	1315	1320	1330	1334	1350	1355	1360	1370	1378	1380	1385	1390	1395	1398	1410	1420	1422	1426	1430	1440	1442	1450	1460	1464	1466	1470	1485	1486	1490	1495	1510	1526	1528	1530	1532	1540	1545	1550	1552	1555	1560	1565	1570	1585	1595	1604	1630	1640	1652	1660	1670	1676	1678	1680	1681	1682	1684	1688	1690	1692	1695	1700	1705	1710	1712	1715	1720	1730	1740	1745	1750	1760	1762	1768	1770	1780	1786	1810	1820	1830	1840	1845	1850	1880	1900	2008	2010	2026	2030	2040	2045	2050	2055	2060	2065	2072	2078	2090	2096	2100	2102	2103	2104	2106	2115	2120	2130	2138	2160	2170	2176	2184	2186	2190	2204	2206	2210	2220	2226	2230	2445	2240	2242	2248	2260	2270	2274	2280	2290	2294	2296	2298	2304	2308	2310	2314	2320	2324	2326	2328	2330	2338	2340	2344	2350	2360	2368	2370	2380	2390	2398	2400	2402	2404	2408	2410	2416	2418	2419	2420	2724	2434	2440	2450	2452	2460	2466	2470	2472	2480	2488	2492	2498	2500	2510	2520	2522	2550	2558	2560	2562	2570	2572	2574	2576	2580	2588	2590	2596	2600	2610	2620	2622	2626	2630	2644	2650	2652	2654	2660	2664	2670	2672	2675	2680	2686	2688	2696	2702	2704	2708	2720	2726	2728	2730	2732	2734	2736	2740	2742	2744	2746	2748	2750	2752	3020	3040	3042	3050	3055	3060	3105	3110	3112	3130	3140	3145	3150	3155	3160	3178	3194	3198	3210	3220	3230	3240	3250	3270	3275	3278	3280	3282	3284	3290	3295	3300	3305	3330	3350	3352	3360	3366	3368	3370	3380	3386	3390	3395	3400	3404	3406	3442	3444	3450	3455	3460	3490	3495	1600	1610	3535	3540	3545	3548	3564	3570	3575	3580	3600	3616	3634	3638	3640	3650	3690	3700	3710	3720	3750	3760	3770	3772	3780	3820	3840	3842	3848	3850	3860	3862	3920	3930	3940	3960	4050	4090	4108	4112	4118	4186	4134	4138	4150	4152	4158	4174	4210	4240	4694	4260	4265	4268	4270	4274	4276	4278	4280	4282	4295	4298	4304	4320	4330	4340	4344	4350	4354	4390	4398	4404	4408	4410	4414	4416	2013	4480	4504	4530	4544	4578	4586	4588	4590	4598	4600	4610	4620	4624	4626	4644	4648	4664	4680	4692	4710	4732	4740	4760	4780	4782	1015	1431	2605	2268	2458	
AM_12H	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BU_20H	0	0	0	0	1	2	1	2	0	0	0	0	3	0	1	1	0	2	0	0	2	0	0	0	0	0	3	0	0	0	0	1	0	0	0	19	7	0	0	1	0	0	0	0	0	0	3	1	0	7	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	6	0	0	19	0	1	0	1	0	0	0	0	0	0	0	2	4	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	4	7	4	5	0	1	0	8	0	4	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	8	0	0	0	0	0	2	8	0	1	0	0	3	0	0	0	0	0	0	0	0	2	0	3	0	0	3	1	0	0	0	0	4	0	0	0	0	5	0	0	2	0	0	0	3	1	2	1	3	0	0	1	0	0	1	3	1	0	0	0	0	0	0	0	0	0	3	0	0	3	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	9	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BU_22H	0	0	0	0	0	0	2	0	0	0	7	0	2	0	1	0	4	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	18	9	0	0	2	0	0	0	2	0	0	2	0	6	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	4	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	7	0	1	0	0	7	0	2	0	0	0	0	0	0	0	0	0	4	13	0	10	7	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	2	4	1	0	0	0	0	0	7	0	3	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	1	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	1	0	0	0	0	0	1	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
SC_2H	0	1	0	0	1	7	2	0	0	0	3	0	0	0	2	0	0	0	0	0	12	1	0	0	0	0	4	0	1	0	7	5	2	0	0	5	10	0	0	0	0	0	0	2	0	0	0	1	1	9	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	4	0	0	0	1	0	0	1	0	0	0	1	3	38	0	0	42	0	2	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	7	0	3	0	0	0	0	0	0	1	10	0	0	0	12	0	0	0	0	0	8	2	1	13	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	1	0	0	4	3	0	0	0	5	0	0	3	0	0	0	3	5	0	0	0	0	2	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PS_6BH	0	0	0	0	0	1	2	0	0	0	3	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	6	0	1	0	6	3	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	9	0	0	1	0	0	0	2	0	0	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	5	0	0	0	0	1	2	0	12	0	0	0	0	0	0	0	0	3	0	0	1	0	0	3	0	0	0	0	0	5	0	0	3	11	0	0	0	0	0	0	0	0	0	0	0	11	0	3	0	0	1	0	0	0	1	0	0	0	2	0	2	27	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PS_13H	0	0	5	0	0	0	6	0	0	6	0	0	1	0	3	0	0	0	9	0	0	0	0	0	0	0	0	1	0	2	9	0	0	1	1	0	0	0	0	0	6	2	0	1	0	0	0	0	2	0	1	0	0	0	0	2	0	0	0	0	0	0	0	4	17	0	3	0	0	6	6	0	1	0	0	0	0	0	0	3	1	2	0	0	0	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	3	1	0	0	2	0	27	0	4	1	0	0	3	0	0	0	0	0	12	2	2	0	0	2	0	0	0	12	3	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	9	0	1	1	0	0	0	0	5	0	0	2	0	2	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	14	21	0	0	0	14	1	0	0	0	0	0	0	2	0	0	4	0	0	0	0	1	4	0	2	8	0	0	11	0	2	3	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	9	0	5	0	4	0	0	0	0	0	0	0	0	0	0	3	1	0	3	2	0	0	5	0	0	0	0	13	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	10	0	0	0	0	0	3	0	0	0	0	0	0	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	
STGH	0	0	29	0	0	0	7	0	0	1	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	22	1	0	0	11	0	0	0	0	0	20	0	0	0	0	1	0	2	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	5	0	1	0	0	0	4	20	0	1	0	0	0	1	0	0	0	14	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	12	0	0	5	3	0	1	1	0	15	0	7	10	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	2	2	0	4	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	17	6	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	1	0	0	1	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	
SG_13H	0	0	2	0	0	0	1	0	0	0	0	1	1	1	9	0	0	0	0	4	0	0	0	0	0	0	0	0	8	1	3	8	0	0	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	11	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	1	3	0	3	3	0	0	17	0	0	3	0	0	28	0	0	3	0	0	0	0	6	15	1	0	0	0	0	0	0	0	8	0	0	0	0	3	0	0	0	3	0	0	2	0	0	3	2	0	2	1	0	0	0	1	3	0	1	2	0	0	27	0	0	10	0	0	0	1	0	0	0	0	11	21	0	0	0	10	1	0	0	0	0	0	0	14	0	0	7	0	3	0	0	1	1	0	6	30	0	0	19	0	0	1	2	0	1	0	0	0	4	0	0	0	0	5	0	0	0	15	0	2	0	1	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	4	2	0	3	8	6	0	0	0	53	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	2	2	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
JB_10H	0	0	0	0	0	0	4	0	0	8	0	0	0	0	1	0	0	0	14	0	0	0	0	0	0	0	0	0	5	0	8	0	0	0	5	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	10	0	0	0	26	2	0	0	0	0	0	0	0	0	5	4	0	0	6	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	7	0	0	12	0	10	3	0	0	0	0	0	6	2	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	1	0	0	2	0	0	2	10	0	0	5	0	0	0	0	0	0	0	0	2	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	1	0	0	8	0	6	7	0	0	2	2	0	2	0	2	0	0	1	0	0	0	1	0	0	0	0	2	1	0	0	0	10	1	0	6	0	1	1	0	0	0	0	0	0	0	2	10	0	9	4	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	1	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	
